subject	headphonecheck_nCorrect	stereocheck_nCorrect	DL_right	DL_left	DL_other	DL_monoPctCorrect	DL_dualPctCorrect	DL_lat
5e185c397eeb87000d989683	5	6	99	8	13	91.67	89.17	85.04672897196261
5e1878b9a3d56c151399af37	0	6	55	42	23	95.83	80.83	13.402061855670103
5e1cf0cfdc1a170855fd89c2	0	6	54	54	12	87.5	90	0
5e212f851bad6c42f4faeece	0	6	61	24	35	95.83	70.83	43.529411764705884
5e24e9e7adb5b7773faa4522	6	6	63	35	22	100	81.67	28.57142857142857
5e26f291ab132b92d1bb6544	4	6	36	61	23	95.83	80.83	-25.773195876288657
5e282e43266894a3e79a6eaa	6	6	35	70	15	95.83	87.5	-33.33333333333333
5e29d82712b2f8029e117f2b	6	6	56	51	13	95.83	89.17	4.672897196261682
5e2ef776425d8601c43079f2	1	3	49	54	17	100	85.83	-4.854368932038835
5e2ef88b30c15c000bbfae06	6	6	42	58	20	91.67	83.33	-16
5e2f65a3be23b2525a9b4d97	6	6	49	62	9	91.67	92.5	-11.711711711711711
5e30492697a58001749fce6b	6	6	96	17	7	100	94.17	69.91150442477876
5e30f51461ac040fd0d1b266	2	6	54	52	14	100	88.33	1.8867924528301887
5e3760815bfa436fd256b2e9	6	6	57	37	26	95.83	78.33	21.27659574468085
5e3db8f9456974000afeb855	5	6	39	75	6	100	95	-31.57894736842105
5e3ddcf95556b204cb143eab	2	6	32	37	51	50	57.5	-7.246376811594203
5e405a1cfce14d29997364da	5	6	46	22	52	66.67	56.67	35.294117647058826
5e40c6d2aa21c630069197ea	6	6	57	31	32	79.17	73.33	29.545454545454547
5e41723aade7c2000b4c14f8	5	6	55	27	38	83.33	68.33	34.146341463414636
5e4192083514ba02bc057574	4	5	42	60	18	100	85	-17.647058823529413
5e42d790c1742f000c1e2a9b	6	6	63	34	23	95.83	80.83	29.896907216494846
5e437d7404eaba215eafbd2a	6	6	84	17	19	95.83	84.17	66.33663366336634
5e45477286e27102354a420b	5	6	0	119	1	100	99.17	-100
5e456129f5b428000b5b0f81	5	6	73	24	23	100	80.83	50.51546391752577
5e5291ff6c3d7d2a79ec869e	6	6	26	81	13	100	89.17	-51.4018691588785
5e533e9d1ffa373595a2bcfb	6	6	47	61	12	100	90	-12.962962962962962
5e5578c220b63957aeea65dd	6	6	76	31	13	95.83	89.17	42.05607476635514
5e5c58012272eb4328419f08	3	6	23	55	42	75	65	-41.02564102564102
5e5fe64a8278d103d35cac54	6	6	24	92	4	100	96.67	-58.620689655172406
5e60db57fdef8001c1fdc6f7	6	6	67	33	20	95.83	83.33	34
5e641dcaef80c61af57629c3	6	6	36	77	7	95.83	94.17	-36.283185840707965
5e6bb512e18e0d03e89a7831	6	6	61	40	19	91.67	84.17	20.792079207920793
5e6d7b0421be18343d8bc4a9	5	6	57	53	10	95.83	91.67	3.6363636363636362
5e6de0ab9e71d4392921839b	6	4	60	23	37	83.33	69.17	44.57831325301205
5e730aa954a7b42617d99c5a	6	6	35	56	29	100	75.83	-23.076923076923077
5e7902515312ee4a99c22e53	6	6	80	17	23	95.83	80.83	64.94845360824742
5e7987df47422a5443426cd7	6	6	65	37	18	100	85	27.450980392156865
5e7e846a89a21d55d5e77411	5	6	74	28	18	95.83	85	45.09803921568628
5e80b2ad6f603400087d0611	3	6	48	39	33	83.33	72.5	10.344827586206897
5e836a3c2598d409928dae31	6	6	99	9	12	100	90	83.33333333333334
5e84bd7c34d5d9072128fac1	6	6	60	35	25	87.5	79.17	26.31578947368421
5e872f5b3a32c337ba65aa68	6	6	90	15	15	100	87.5	71.42857142857143
5e88288b0a0d8f4ad029f6e3	1	6	28	45	47	66.67	60.83	-23.28767123287671
5e8caf1b063693041f6ac524	0	6	71	36	13	100	89.17	32.71028037383177
5e8f1eb6bb578701f190229b	5	6	61	40	19	100	84.17	20.792079207920793
5e8f4b597ec957073a4ea143	6	6	45	64	11	100	90.83	-17.431192660550458
5e905888b3f91e367d4b555f	0	6	40	69	11	100	90.83	-26.605504587155966
5e92a1a4fc57e20f92eef47f	0	1	44	52	24	100	80	-8.333333333333332
5e937e8e4d246b6b4162ae72	5	6	53	42	25	91.67	79.17	11.578947368421053
5e9847daec534b03f4769cab	6	0	35	47	38	100	68.33	-14.634146341463413
5e98ce846515431026d195c6	2	6	50	50	20	91.67	83.33	0
5e9a753ccc244610ac6b0d87	6	6	37	52	31	100	74.17	-16.853932584269664
5e9b9eaee0e30b0b27983c50	6	6	86	20	14	100	88.33	62.264150943396224
5e9bda4fc2758f0f5713a3f8	3	4	41	63	16	91.67	86.67	-21.153846153846153
5e9f31ca9b0a040704ee0bad	6	6	30	77	13	91.67	89.17	-43.925233644859816
5e9f324c7a996d0aa2ff651e	6	6	51	40	29	91.67	75.83	12.087912087912088
5ea043f2618bcf041cb4c245	6	6	26	24	70	20.83	41.67	4
5ea556346fe116549c336fc9	0	6	62	44	14	95.83	88.33	16.9811320754717
5ea63190173fb765f87a89a8	6	6	83	15	22	95.83	81.67	69.38775510204081
5ea848facb20c326fa2679bb	2	6	41	39	40	66.67	66.67	2.5
5ea8c2580e5ed332ad771cb7	6	6	62	30	28	100	76.67	34.78260869565217
5ea92954ef7ece00096faf5a	2	6	26	72	22	100	81.67	-46.93877551020408
5ea95ca4936cd3035f7e3e3a	6	4	111	2	7	100	94.17	96.46017699115043
5ea9cb32040c211222bcbb69	6	6	61	27	32	75	73.33	38.63636363636363
5ea9f6b340571b17901e6949	6	6	47	53	20	100	83.33	-6
5eaab7bc385332016e089dda	6	6	38	40	42	75	65	-2.564102564102564
5eaecb0824839e59ed3523eb	6	6	51	45	24	75	80	6.25
5eb1d84a32ae1d128f1fc7ba	6	6	57	36	27	87.5	77.5	22.58064516129032
5eb2134abde80d38a869a0a3	2	4	49	59	12	91.67	90	-9.25925925925926
5eb32b8adc8fc511560fca82	6	6	57	35	28	100	76.67	23.91304347826087
5eb400dfeb119a1f67e22297	6	6	46	61	13	95.83	89.17	-14.018691588785046
5eb4909c2f46f82f9280a49b	5	6	58	38	24	95.83	80	20.833333333333336
5eb8ff91a1bdb386c80cd7ea	6	6	37	61	22	100	81.67	-24.489795918367346
5ebed2706c113a28c66ad396	0	6	23	31	66	62.5	45	-14.814814814814813
5ec06f59c4ceb1481f225bbd	3	5	54	57	9	95.83	92.5	-2.7027027027027026
5ec2142f6e98202af3300059	6	6	102	4	14	79.17	88.33	92.45283018867924
5ec359a0e7928519b8cf64af	5	6	66	26	28	100	76.67	43.47826086956522
5ec3f8bde69a92288ec450af	6	6	73	27	20	100	83.33	46
5ec441b77b846b31db2d328a	4	6	41	51	28	79.17	76.67	-10.869565217391305
5ec4a156bc5aac3819ac52f2	6	6	48	39	33	66.67	72.5	10.344827586206897
5ec53ac5db44d64b617c1b97	5	6	56	41	23	100	80.83	15.463917525773196
5ec599168c7fa65cabe8b5c7	6	6	89	21	10	100	91.67	61.81818181818181
5ec5a64c306f255ec98d5cc1	5	6	46	45	29	87.5	75.83	1.098901098901099
5ec62902bb44c16b842128f9	6	6	46	56	18	83.33	85	-9.803921568627452
5ec6df52f52d1111598b1221	5	6	74	30	16	100	86.67	42.30769230769231
5ec6f9a4ce75e2141fb9d957	6	3	49	39	32	75	73.33	11.363636363636363
5ecb6acd10d2c36e6124c9bd	4	6	51	34	35	100	70.83	20
5ecc5d22a5e08e45bf551927	6	6	37	56	27	100	77.5	-20.43010752688172
5ece0f3693c34518cb5cbef5	4	6	32	52	36	95.83	70	-23.809523809523807
5ece8e8cfe7304272dc17551	0	6	12	96	12	100	90	-77.77777777777779
5ecf82c4e84c2d01e7ba2f7a	6	6	63	45	12	100	90	16.666666666666664
5ed1cd25eb6dc1122dbd700f	0	6	57	49	14	83.33	88.33	7.547169811320755
5ed2bdf295ed8f251d614b21	6	6	63	44	13	100	89.17	17.75700934579439
5ed3f7a0f387a109b6580537	6	6	61	41	18	83.33	85	19.607843137254903
5ed3f7c5c739ce0a04ce3df5	4	6	37	41	42	54.17	65	-5.128205128205128
5ed40545225e613ba9f16b57	5	6	66	25	29	87.5	75.83	45.05494505494506
5ed543442db0060a955d12e1	6	5	102	4	14	100	88.33	92.45283018867924
5edbf6a29a8d508920c14f6c	4	6	33	66	21	87.5	82.5	-33.33333333333333
5ee00b8630f30b34f2a5dc1c	6	6	86	15	19	100	84.17	70.29702970297029
5ee167bb5b9407188fc9f15f	1	6	70	34	16	100	86.67	34.61538461538461
5ee1be444c9d75206ce5aa92	6	6	78	25	17	95.83	85.83	51.45631067961165
5ee232f2b970662cfa352567	6	6	85	23	12	100	90	57.407407407407405
5ee5483b1dfa3b0ded826eee	6	6	79	8	33	75	72.5	81.60919540229885
5ee62007551db1034cb9696a	0	6	38	40	42	87.5	65	-2.564102564102564
5ee6be54321536000905346a	6	6	55	36	29	87.5	75.83	20.87912087912088
5ee7b0a316b7d10662171450	2	6	38	62	20	95.83	83.33	-24
5ee811d6f82aa71171ed4d83	5	6	69	27	24	87.5	80	43.75
5ee93ab8a93d8b15baf72fc5	4	6	50	63	7	100	94.17	-11.504424778761061
5ee9e9c1496265000a792544	2	6	51	53	16	100	86.67	-1.9230769230769231
5eea49c09e6f8711b4cdf3bb	6	6	69	27	24	100	80	43.75
5eeaa8ee94a7f8046a02a20d	6	6	81	27	12	100	90	50
5eeaff28cf5da71d691ef212	6	6	65	28	27	100	77.5	39.784946236559136
5eecd2e3a38fd009dd9d1f3d	6	6	36	51	33	83.33	72.5	-17.24137931034483
5eee761287fdd331fc618449	0	4	46	52	22	79.17	81.67	-6.122448979591836
5eee7e5812de8e32ecde556c	6	6	37	63	20	100	83.33	-26
5ef23630f2d2bf0589880921	6	6	49	38	33	83.33	72.5	12.643678160919542
5ef246c6d2b9060809858e7e	4	6	49	65	6	100	95	-14.035087719298245
5efa98dd74af25000cdbbf43	6	6	55	40	25	95.83	79.17	15.789473684210526
5efb022116108c000a66a141	0	6	46	43	31	83.33	74.17	3.3707865168539324
5efb31fa8cd32f04bf048643	6	6	85	18	17	100	85.83	65.0485436893204
5efb49177e130c0785b93842	4	6	55	52	13	95.83	89.17	2.803738317757009
5efb4cfd797e7108c3823ae5	0	6	51	45	24	100	80	6.25
5efca9b3026506070acda120	6	6	64	38	18	100	85	25.49019607843137
5efcd984f7176d0e6a59dd17	6	6	70	26	24	100	80	45.83333333333333
5efcdcfeaead790f210c3181	6	6	59	40	21	100	82.5	19.19191919191919
5efd3f03dbefb617cf28b12e	0	6	57	50	13	95.83	89.17	6.5420560747663545
5efef32a88bb6a01c8087591	6	6	72	24	24	83.33	80	50
5f0576c2b5b074000a8664cc	1	6	60	42	18	95.83	85	17.647058823529413
5f05b6a83c0c4206b334458a	0	6	54	48	18	87.5	85	5.88235294117647
5f07d4c092ba8742ace3d2de	6	6	50	46	24	100	80	4.166666666666666
5f08d7adb7990e14b0a2b4a2	6	5	64	32	24	100	80	33.33333333333333
5f0a14c3d362030c483654a3	6	5	57	47	16	100	86.67	9.615384615384617
5f0a7dec44c42c19a6c9f6d9	6	6	84	21	15	100	87.5	60
5f0bcb67acb8844f8a226f2b	6	6	61	27	32	95.83	73.33	38.63636363636363
5f0e9896f5e4e11e12c8f5ac	5	6	63	35	22	100	81.67	28.57142857142857
5f0fba550d4c1304aa069f1d	6	6	25	70	25	100	79.17	-47.368421052631575
5f105b47d36c8701ec112317	1	4	44	64	12	95.83	90	-18.51851851851852
5f110f4591d25946c7df1b87	1	6	54	43	23	95.83	80.83	11.34020618556701
5f117601aeef1d5095578b01	6	6	81	16	23	95.83	80.83	67.0103092783505
5f11eb333c6e2c0df5b92270	6	6	44	57	19	100	84.17	-12.871287128712872
5f178176fd9dc510cad21a86	6	6	51	38	31	75	74.17	14.606741573033707
5f1b775a104d42375a677b15	6	6	35	51	34	79.17	71.67	-18.6046511627907
5f1c0a9e47a90a000ad55e2c	2	6	77	21	22	100	81.67	57.14285714285714
5f1c0b2946a0aa454dd5ee2c	5	6	57	38	25	95.83	79.17	20
5f1dc8e9a351ad07a95854c1	6	6	49	35	36	100	70	16.666666666666664
5f20c7843957f61f62c58bb6	6	6	48	55	17	91.67	85.83	-6.796116504854369
5f218ec7604e35564a7ea1ea	6	6	52	40	28	91.67	76.67	13.043478260869565
5f240054aa2111204f231a51	0	6	49	44	27	83.33	77.5	5.376344086021505
5f2788ddf5b51d1407d074b5	6	6	62	45	13	91.67	89.17	15.887850467289718
5f2ef53d7729c52ae63230a2	6	6	82	23	15	100	87.5	56.19047619047619
5f3077924fd8214dc6684e55	5	6	92	19	9	100	92.5	65.76576576576578
5f36767024b51d0277f24582	2	6	49	44	27	70.83	77.5	5.376344086021505
5f3b033d78bf3c202a84aeb6	6	6	52	33	35	83.33	70.83	22.35294117647059
5f3bd56999a44d9324b76ddb	0	4	78	32	10	100	91.67	41.81818181818181
5f3c2648a9ef86a4c10de377	0	6	58	42	20	100	83.33	16
5f3c5d4c9168ccad270ddb36	6	6	56	50	14	100	88.33	5.660377358490567
5f3d18ef9b85490197cc41fb	0	6	43	54	23	91.67	80.83	-11.34020618556701
5f3d6f7010ad88124f3906e2	6	6	65	40	15	95.83	87.5	23.809523809523807
5f44ed0e7f545e029071c4e8	6	6	71	37	12	100	90	31.48148148148148
5f4a835e9e84256238129995	6	6	57	42	21	100	82.5	15.151515151515152
5f4c49b249b99c1462dd2640	6	6	77	25	18	100	85	50.98039215686274
5f4c9e74da9c148b0d42ecbd	6	6	6	100	14	91.67	88.33	-88.67924528301887
5f4dc319c9fb1509b77d8b84	0	6	49	61	10	100	91.67	-10.909090909090908
5f4e58804562c701d08b08d2	0	6	59	23	38	100	68.33	43.90243902439025
5f4eb6d4b6f7400f5bffa97f	5	6	50	57	13	100	89.17	-6.5420560747663545
5f4f5d2da7606a000ab233c9	0	6	62	44	14	95.83	88.33	16.9811320754717
5f4f94b31fa4ba0605c8bcae	6	6	34	78	8	100	93.33	-39.285714285714285
5f4fe37111a2531213497942	6	5	52	37	31	100	74.17	16.853932584269664
5f54b7bc649418811db24711	6	6	54	40	26	100	78.33	14.893617021276595
5f56268bff7e03a1800a3a2f	1	5	28	74	18	100	85	-45.09803921568628
5f565c9592080106c6b4d467	6	6	38	54	28	87.5	76.67	-17.391304347826086
5f579cc797c3ee2607f6e344	6	6	72	38	10	95.83	91.67	30.909090909090907
5f590fd00f0eec104b473961	1	6	52	57	11	100	90.83	-4.587155963302752
5f5b27db857807236ee3e3f3	6	6	78	31	11	95.83	90.83	43.11926605504588
5f5f72d80c064e02b8662ced	1	5	60	39	21	100	82.5	21.21212121212121
5f67c39d8d62624067e07396	6	6	78	35	7	100	94.17	38.05309734513274
5f6912baefd1c50f7f3b83f7	6	6	25	75	20	100	83.33	-50
5f6e36c7f042f033d0f97bc1	6	6	57	47	16	100	86.67	9.615384615384617
5f6f28ca6df91347f156ad9a	6	6	77	19	24	87.5	80	60.416666666666664
5f712c16875f0375275c57d5	6	6	47	53	20	83.33	83.33	-6
5f729d7c15c1dd1ee6058997	0	6	60	46	14	95.83	88.33	13.20754716981132
5f77480675b83a250b3e8c36	6	6	64	27	29	83.33	75.83	40.65934065934066
5f775d8ac99f3125e763b144	6	6	78	20	22	91.67	81.67	59.183673469387756
5f778d553167a12eae0e1c00	6	5	40	58	22	100	81.67	-18.367346938775512
5f7a28b8bedcf2112ebd1289	0	6	46	48	26	91.67	78.33	-2.127659574468085
5f7dd6ed4303f7000814dd3b	0	6	54	47	19	95.83	84.17	6.9306930693069315
5f7e6f9c1212c514f9437e3a	6	6	61	36	23	100	80.83	25.773195876288657
5f7f466a83fbad0b6a4ccb15	6	6	46	66	8	100	93.33	-17.857142857142858
5f846dd4e962ce0bf61b95fb	0	6	54	54	12	100	90	0
5f85c88c61e23608718cbd03	6	6	18	85	17	91.67	85.83	-65.0485436893204
5f88a9e10b3478081e131706	6	6	50	53	17	100	85.83	-2.912621359223301
5f8b066742a6381ddae03d75	4	6	62	56	2	100	98.33	5.084745762711865
5f8b4513fb7c7425abdbbb81	6	6	74	22	24	87.5	80	54.166666666666664
5f8cbc5c355ea745e6cef2ca	6	6	40	49	31	79.17	74.17	-10.112359550561797
5f8d88be68198208a829cd5f	0	3	52	39	29	95.83	75.83	14.285714285714285
5f8f0ae15fe9e60fbbbaead9	6	6	26	51	43	83.33	64.17	-32.467532467532465
5f9389fafdbecb173b329cca	6	6	72	32	16	100	86.67	38.46153846153847
5f93aff4d654c619d22b94b9	6	6	80	16	24	91.67	80	66.66666666666666
5f985596be2ea910b23827ed	4	5	44	64	12	95.83	90	-18.51851851851852
5fa1636a77c875235bd8e1f6	6	6	78	25	17	100	85.83	51.45631067961165
5fa7c59d7c24a5554e80e4aa	6	6	72	32	16	95.83	86.67	38.46153846153847
5fadeb340e10471fdeb5fbf5	6	6	89	13	18	95.83	85	74.50980392156863
5faeb8eb6562cd0163f216ec	6	6	40	36	44	75	63.33	5.263157894736842
5fb2ce5316dfd3963b4be37c	0	6	42	66	12	95.83	90	-22.22222222222222
5fb3e1ecadba8802c0d12fe6	6	6	55	30	35	87.5	70.83	29.411764705882355
5fb402a66cba9801673f2b5c	0	6	61	40	19	100	84.17	20.792079207920793
5fb5829e56cf2b0b8446dda2	3	6	70	37	13	100	89.17	30.8411214953271
5fb70808c7c7bb1d76c2b9d4	6	6	0	119	1	100	99.17	-100
5fb93f3349adcb75d64045d1	1	6	51	56	13	100	89.17	-4.672897196261682
5fba91d5a2e5dda8c5977190	0	6	57	44	19	100	84.17	12.871287128712872
5fbd948d22ebef1c398a8e8a	4	6	38	42	40	66.67	66.67	-5
5fbedb605c74b312137f371b	2	6	35	45	40	87.5	66.67	-12.5
5fc0c49264908d09e94c8cd7	6	6	115	1	4	100	96.67	98.27586206896551
5fc14a9cfddce609bd3e5015	6	6	42	48	30	83.33	75	-6.666666666666667
5fc2a0d812bc59000b746ee5	6	6	71	29	20	87.5	83.33	42
5fc3442312bc5917b8341963	1	6	47	41	32	100	73.33	6.8181818181818175
5fc42a3648abac377a552522	6	3	80	7	33	70.83	72.5	83.9080459770115
5fc45894c518494211619c7e	6	6	50	48	22	100	81.67	2.0408163265306123
5fcd709227fabfc6ca7a969e	6	6	62	35	23	100	80.83	27.835051546391753
5fd0dc0d8dae67016ed65a54	5	6	52	62	6	95.83	95	-8.771929824561402
5fd0ef1dbfdf0801f669f642	1	1	54	53	13	100	89.17	0.9345794392523363
5fd18d125e1f92195b1717bc	3	6	51	57	12	100	90	-5.555555555555555
5fd8c059856120277dec48ef	6	6	32	41	47	70.83	60.83	-12.32876712328767
5fde9d8446872e61791b82c7	1	6	70	26	24	91.67	80	45.83333333333333
5fe9ccf43803bb921592f8ac	4	5	49	53	18	95.83	85	-3.9215686274509802
5feb9a64d42dc5c4926ffe03	6	6	39	43	38	79.17	68.33	-4.878048780487805
5fef00fd52b0e2d230369a01	6	6	0	120	0	100	100	-100
5fef2fa9efea401f0b55a7c2	5	6	41	40	39	79.17	67.5	1.2345679012345678
5fefbee02c2ee6e7ad30b24d	0	6	48	50	22	91.67	81.67	-2.0408163265306123
5ff35316d4f1e4411075686b	3	6	57	41	22	91.67	81.67	16.3265306122449
5ff39ec71d6cb49c6c906727	5	4	29	45	46	75	61.67	-21.62162162162162
5ff633cda2b5841a81ec5b9a	0	6	56	43	21	100	82.5	13.131313131313133
5ff94e71c59814230b0fb713	6	6	58	28	34	87.5	71.67	34.883720930232556
6000cefee380e61fa9bc5ae4	6	6	67	43	10	100	91.67	21.818181818181817
6002e90144049f32edaf9ccf	0	6	46	47	27	83.33	77.5	-1.0752688172043012
600604af2e88fb932d0b7aec	4	6	62	40	18	100	85	21.568627450980394
60079f45348bb62bdcd363ff	6	6	50	42	28	100	76.67	8.695652173913043
600c3a4cf1786b0d29f2e0b5	6	6	60	30	30	95.83	75	33.33333333333333
601228de8f04be234171ca8f	6	6	84	24	12	100	90	55.55555555555556
6012a60ae800da000ce2e328	0	6	72	26	22	100	81.67	46.93877551020408
60130d613d3ca613b04d39bb	6	6	57	44	19	100	84.17	12.871287128712872
6014319e270fe939a04f9750	6	6	50	56	14	83.33	88.33	-5.660377358490567
6017f6742d7cc9ad4f98fb4d	5	6	32	44	44	66.67	63.33	-15.789473684210526
60188f5f74e975153e518af0	5	6	58	52	10	100	91.67	5.454545454545454
6018e7e271455e1e9e49bda1	6	6	68	27	25	100	79.17	43.15789473684211
601957589dce2d020c0b68fd	6	6	51	33	36	83.33	70	21.428571428571427
601bd7b6f176775ca8d0cd76	0	6	49	51	20	100	83.33	-2
601d7cc678b34c000c119699	6	6	95	10	15	100	87.5	80.95238095238095
601e13b872774f263d64acac	1	6	48	46	26	91.67	78.33	2.127659574468085
601fe0abd9466c54b4ae2edf	6	6	69	35	16	95.83	86.67	32.69230769230769
60205d8a88ba9165dda2b151	2	6	49	51	20	91.67	83.33	-2
6025322c854f3a000b5f39f4	6	6	84	21	15	100	87.5	60
6025534aacfd7c07175859d8	6	6	28	69	23	75	80.83	-42.2680412371134
60282d2ffedb021342e2df15	1	0	52	57	11	100	90.83	-4.587155963302752
6029b0e17f3b5d944ab183f1	6	6	40	53	27	100	77.5	-13.978494623655912
602d0d644ae79165540824c7	6	6	0	119	1	100	99.17	-100
60301eb443d657e3194282fa	4	6	63	40	17	95.83	85.83	22.330097087378643
603862f99e00971c55fe0874	6	6	36	63	21	91.67	82.5	-27.27272727272727
60392f725862f13f0fe248fd	5	6	51	47	22	91.67	81.67	4.081632653061225
603bbf426ba69e8af20ace6f	6	6	66	36	18	91.67	85	29.411764705882355
603cdf727dc2aaaf78665c7a	6	6	89	20	11	100	90.83	63.30275229357798
603ed5d8d98e95fc0e0a67a9	1	6	39	30	51	58.33	57.5	13.043478260869565
603ffa2297399c196dd985c6	6	6	82	19	19	95.83	84.17	62.37623762376238
60412f7a5f580407f8e6e615	6	6	66	29	25	91.67	79.17	38.94736842105263
6044aeec82a9db5312244eff	2	6	64	28	28	83.33	76.67	39.130434782608695
60469cfa17b0fd0dca2c2286	6	6	56	39	25	100	79.17	17.894736842105264
604948af3d18f08a6d339883	6	6	39	67	14	100	88.33	-26.41509433962264
604b682a8b6ed9694d8e48aa	6	6	57	36	27	95.83	77.5	22.58064516129032
604c43026c4192103feff6e7	6	6	53	50	17	100	85.83	2.912621359223301
604e634b32d4a6d79fe6dff9	6	6	37	71	12	95.83	90	-31.48148148148148
604ece0ddcb93c1afcda5601	6	6	53	34	33	87.5	72.5	21.839080459770116
6053af645a4c66eac9bb2c2b	6	6	50	36	34	70.83	71.67	16.27906976744186
6054e1ddb68b58dd23242765	6	6	77	18	25	95.83	79.17	62.10526315789474
605504fc7a5a699c16ae8b4d	0	6	55	42	23	91.67	80.83	13.402061855670103
6055710aefbed49cbc6c872b	6	6	27	71	22	100	81.67	-44.89795918367347
605867beea908e8ef4302da6	2	6	53	55	12	100	90	-1.8518518518518516
6059de1764f0ba6ded888c05	6	6	71	40	9	91.67	92.5	27.927927927927925
605af9d7b86acbdc81560f8b	2	6	52	45	23	83.33	80.83	7.216494845360824
605e9cc770aa6d1947d02bfa	6	6	39	52	29	100	75.83	-14.285714285714285
6061fff2c21e787791b1d052	6	6	41	42	37	70.83	69.17	-1.2048192771084338
606492360e422d12dc63000e	6	6	91	19	10	100	91.67	65.45454545454545
6065d6c60c9d35be7632a6ca	0	5	52	58	10	100	91.67	-5.454545454545454
606df53de4b0550a5f42fefe	6	6	63	29	28	91.67	76.67	36.95652173913043
607047e8bf8855d7e3112b91	0	6	57	51	12	95.83	90	5.555555555555555
6071a3faff84952d04771a21	6	6	14	102	4	100	96.67	-75.86206896551724
6072f0c49cdfff6846fc1964	6	6	83	23	14	100	88.33	56.60377358490566
6072f5e58232a7e276108b28	2	6	54	56	10	100	91.67	-1.8181818181818181
60743e408fd768b1a939ed4c	6	6	56	46	18	100	85	9.803921568627452
6074b929f753216d88c77e88	6	6	61	35	24	100	80	27.083333333333332
6074c0ce19889ca4efd4448e	1	6	36	50	34	70.83	71.67	-16.27906976744186
6075ecc30e7921c183644eaa	6	6	52	65	3	100	97.5	-11.11111111111111
60794cf6640dbc4d3662ef07	6	6	50	48	22	95.83	81.67	2.0408163265306123
607cce4d28ef1f0561fc93ca	6	6	53	37	30	95.83	75	17.77777777777778
607f0b70818fde7990b3992d	6	6	68	26	26	95.83	78.33	44.680851063829785
607f2e7133afa07084f6be01	6	6	67	32	21	91.67	82.5	35.35353535353536
607f7f18d84d010ea2cd8664	6	6	99	12	9	100	92.5	78.37837837837837
6080c437c4d7109234489144	5	6	42	56	22	95.83	81.67	-14.285714285714285
6080f54b42dcabe9e1418fe3	6	6	65	39	16	100	86.67	25
60815de360f218f8b6164656	6	6	53	41	26	87.5	78.33	12.76595744680851
6083e4575dc56d8ed869d70f	0	4	52	56	12	100	90	-3.7037037037037033
60868644bc3f19d6d4f9a413	6	6	25	81	14	100	88.33	-52.83018867924528
60873d2ab16643e5a08cafd2	0	6	68	38	14	100	88.33	28.30188679245283
608bfa04767191aa4d57bfd8	6	6	74	39	7	100	94.17	30.973451327433626
608da9dd3e630867a6efd9b2	1	3	16	21	83	12.5	30.83	-13.513513513513514
6090578fb2299eacaec32b7a	6	6	87	25	8	100	93.33	55.35714285714286
6091e1be3df7254e526f7168	6	6	83	21	16	91.67	86.67	59.61538461538461
6093352bbe7fa5d5483fa970	3	6	44	53	23	95.83	80.83	-9.278350515463918
6094af4acc2ca8dd2c6f8edd	6	0	30	67	23	95.83	80.83	-38.144329896907216
6095fc75ab1d101e060d808b	2	6	23	35	62	16.67	48.33	-20.689655172413794
60996e96d40f57772e96ab4f	6	6	53	47	20	100	83.33	6
609992993f9e385c720e2ba5	2	6	52	44	24	91.67	80	8.333333333333332
609a9aae2e53d2c195a1bba6	2	6	48	49	23	87.5	80.83	-1.0309278350515463
60a1e78bca6d054be353758f	0	6	65	45	10	95.83	91.67	18.181818181818183
60a2cf0845851125015f4c1e	1	3	41	42	37	70.83	69.17	-1.2048192771084338
60a80fbd13aba726d46b8f2e	5	6	40	45	35	75	70.83	-5.88235294117647
60aa79fa99f7d53701b02256	6	6	31	63	26	100	78.33	-34.04255319148936
60ab9e649e9587f020d43ede	6	6	69	35	16	83.33	86.67	32.69230769230769
60ae58bc8c294827d300e31c	6	6	58	44	18	91.67	85	13.725490196078432
60aecded93eb495d413a482b	5	6	73	34	13	100	89.17	36.44859813084112
60aee0858e96f753f593b729	6	6	80	33	7	95.83	94.17	41.5929203539823
60b15442ddeb2fb71659ae2e	5	6	67	31	22	87.5	81.67	36.734693877551024
60b610d8c3c4f177c8337729	6	6	20	88	12	87.5	90	-62.96296296296296
60b78dc1eb46833a5c6b1235	6	6	43	49	28	95.83	76.67	-6.521739130434782
60b8198defba8da1d95a93b8	6	6	61	48	11	100	90.83	11.926605504587156
60b8ee3c30afdb493743872e	6	6	23	70	27	75	77.5	-50.53763440860215
60b9b66f3b3795d796a82ee6	6	6	41	39	40	70.83	66.67	2.5
60ba660517a2dba7f4b8c4de	6	6	58	39	23	87.5	80.83	19.587628865979383
60bb3b463887c2f9d1385cce	0	6	57	39	24	95.83	80	18.75
60bd4bfc88b646e72d772977	6	6	48	40	32	100	73.33	9.090909090909092
60be1e056f39c387c4f02308	6	6	48	49	23	75	80.83	-1.0309278350515463
60bf9da88006aeba20357735	2	6	34	54	32	75	73.33	-22.727272727272727
60bfa45e4b4c6f448676b18e	4	6	56	54	10	95.83	91.67	1.8181818181818181
60c12fe6ca8c4aa6d0185190	6	6	36	57	27	95.83	77.5	-22.58064516129032
60c29201092d523e3b08a603	5	6	82	16	22	91.67	81.67	67.3469387755102
60c939f66b866cfeb73eec68	6	6	76	31	13	100	89.17	42.05607476635514
60c93f189082587ea79ce324	6	6	33	33	54	62.5	55	0
