subject	ehi_i1_writing	ehi_i2_throwing	ehi_i3_toothbrush	ehi_i4_spoon	ehi_total
5fa4c21a04bc5912180291bc	-25	12.5	-25	-25	-62.5
5fa4f94e535f3b1aa628e0ab	25	25	25	25	100
5fa61868040ad62058998acd	-25	25	25	25	50
5fa8300f0967d163ec3c05c3	25	25	25	25	100
5fa86899f519ba6f291dbf41	-25	-25	-25	-25	-100
5fadf5e96dca762321e01668	25	25	0	-25	25
5faefcc22be93b11829e84df	25	-25	25	25	50
5fb0a3d6a8e4224b973e750b	-25	-25	-25	-25	-100
5fb142fa3d818059f4cd5497	25	25	12.5	25	87.5
5fbd371dc57ae80a38ba00c2	0	-12.5	-12.5	12.5	-12.5
5fc150bd290b5717801b5821	25	25	25	12.5	87.5
5fc30c35704ddd267cc9123f	-25	-25	-25	-25	-100
5fc3d41149c0c8728f07b95b	-25	-12.5	0	0	-37.5
5fc4231050130c35759881d3	25	25	12.5	12.5	75
5fcbe82a12a0c80009d6e9cf	-25	12.5	-25	-12.5	-50
5fd15934025b991384ef1116	25	25	25	25	100
5fd53e2d08163d37f7cb72f6	25	12.5	25	25	87.5
5fd7782dee03dc08d3f3f491	25	25	12.5	25	87.5
5fdd6ae284b3a9449c87a064	25	25	25	25	100
5fdd7f9dc9707d4090fcc4ed	-25	25	-25	-25	-50
5fe354a2e44df4fb4634bbc3	-25	25	-25	-25	-50
5fe3b66ad42dc508212bb4bd	25	25	12.5	25	87.5
5fea48067b84d356b168b452	-25	-12.5	-25	-25	-87.5
5fea7e34e1506a5df25419ec	25	12.5	12.5	0	50
5fea9f4983f6afa8281acf14	-25	-12.5	-25	-25	-87.5
5fec281aeae543d80d09fbc0	-25	-25	-25	-25	-100
5fed6c9c0d786daf31f29f3d	-12.5	-25	-25	-25	-87.5
5fee2749ad8fba1104bd0f5b	-25	-12.5	-12.5	0	-50
5feff5d30ad48b39d17b9c25	25	25	25	25	100
5ff0e3319cc6b3ff560a1d4d	25	12.5	12.5	12.5	62.5
5ff2240a2f567121402762e6	-25	25	25	12.5	37.5
5ff8809f2fb33a080538e448	-25	-12.5	-25	-25	-87.5
5ff8f00e24c6e01cfca56f49	-25	25	12.5	0	12.5
5ffc8fc485e2830b502149f3	25	25	-25	-25	0
5ffc9218eb4ab30bbeb6c301	-25	0	-25	-25	-75
5ffef0a1255d0c5fd3bdfd6a	-25	-25	-25	-25	-100
600c3219a434df2de6427feb	25	25	25	25	100
600c63a5dfb7171357a02440	-25	25	0	-25	-25
600dcdff34fef66077146d8e	0	-12.5	0	-25	-37.5
6015b00e728ff80d142947d7	-25	25	-25	-25	-50
60163bb2b88fc70a66a6052b	25	25	12.5	25	87.5
6016f95c56f32e8df6e841af	-25	-25	-25	-25	-100
60175a2c2d7cc99cb9f4049c	12.5	12.5	0	12.5	37.5
6018a5c0e1600b187ccb8693	-25	-25	-25	-25	-100
601d69a993d94008fb2b25dc	25	12.5	0	25	62.5
602348484d326a1c5aa80bb7	-25	12.5	0	-12.5	-25
602a8f9033061909d48b1d04	-12.5	-25	-12.5	0	-50
602d71e6fe40c079523df438	-25	-12.5	-25	-25	-87.5
603032b2b88b07e8aceb10c4	25	25	12.5	12.5	75
60306cf6330619ee41fa3cd2	25	25	25	25	100
603adebb5cdecc77ccba8c5e	12.5	12.5	0	-12.5	12.5
603d6ae665fbaacb5621ede2	-25	25	-25	-25	-50
603e97154847faf7531b40b6	25	-25	0	25	25
60413ee98b05db0b2f74a0c7	25	25	12.5	25	87.5
6041d51ff984371e3b18172d	25	25	12.5	25	87.5
6045267ffa48c161ab686843	25	25	25	25	100
6049273b7b4f029ba1c44e6b	-25	0	0	-12.5	-37.5
60529400a89602a956010696	-25	-25	-25	0	-75
605794cd71c6264c6798181b	25	25	25	25	100
605867abaf0023b996742de2	12.5	0	-12.5	-25	-25
6060a822ebad58844bb482f1	-25	-25	-25	-25	-100
6060cc2bf9ba38d90b1a6f12	-25	25	-25	-12.5	-37.5
6063a680ba3790e15ab14ba9	-25	25	25	-25	0
6068f61c52d7168e0c8b049f	-25	-25	-25	-25	-100
60734853295f4a6404bbf27f	-25	-25	-25	-25	-100
60737b97d01c3800e734921d	-25	-25	-25	-25	-100
607778a26ff3de83125f50c5	-25	-25	-25	-25	-100
6079ff1600ff2b7455e1c3e0	25	12.5	12.5	25	75
607d6ad963c2b4e855ae2a06	-25	-25	-25	-25	-100
607dc630d2d30aa7e8699c23	-25	-12.5	-12.5	-12.5	-62.5
607f1e19b195cdd04a669958	-25	0	-25	-25	-75
608349d97d46ab71fc6c7111	-25	-12.5	-25	-25	-87.5
6089714497c6a46ebdf12234	12.5	-12.5	25	25	50
60897a1d66afbbe1bb33a8e2	25	25	12.5	25	87.5
608c75be6bf5ca1f23ab35ad	-25	-25	-25	-25	-100
608f2aa883599160c8b87a79	25	12.5	12.5	25	75
6091ab55ea2e97910519f8e7	-25	12.5	-25	0	-37.5
6091ebb375f9f6e9e1acaef8	12.5	12.5	0	0	25
6095e4f37b49956d05961a4b	-25	-25	12.5	-12.5	-50
609b6c918ad180505fefd919	25	25	25	25	100
609be3207792bc09e989b7e0	25	12.5	12.5	12.5	62.5
60a1e1f4a3707c983a98f185	-25	-12.5	0	0	-37.5
60a55d4bb6bd9be6c95b89eb	-25	0	-25	-25	-75
60a8343c2e4dd727c4833eb6	25	25	25	25	100
60abd5ba97921106bca53aff	-25	0	-25	-25	-75
60abe580aa82f25a7acc9800	25	25	25	25	100
60aed7ba3afc3974acad86d3	-25	-12.5	-12.5	0	-50
60b7d18beb67181cd97d7ac5	-25	-25	25	-12.5	-37.5
60b8242021561f7827855c02	25	25	25	25	100
60b84b68ed2ba90d5d1a4dea	-25	-25	-25	-25	-100
60b8ae101ff97c46f787f1a8	-25	-25	-25	-12.5	-87.5
60b8e59ef963cd7c6989cd37	-25	-25	-25	-25	-100
60ba2ffd080107de026041d3	25	25	25	25	100
60bd80a54df9675c7f842774	25	25	25	25	100
60bfe979f044ae9801bac501	0	12.5	0	0	12.5
60c0eae0a61a05f2b626b6de	25	25	0	12.5	62.5
60c2341fe95d71ee52c043f0	25	12.5	0	12.5	50
60c57903a2db0249ed2779b1	-25	-25	-25	-25	-100
60c739d1b402ae0d42b37c66	-25	-12.5	0	-12.5	-50
60c80c19de11452191e78dd5	25	12.5	25	25	87.5
60ca13ec0bc197cf1fdef3d7	-25	-25	0	-12.5	-62.5
60cbe4524cab3b049343d0bd	25	12.5	25	12.5	75
60ce9fa3d9f9a088647a62ba	25	25	25	25	100
60d099f849987e86824eedcd	-25	25	-25	-25	-50
60d2d061fd054556769ca306	-25	25	-25	-25	-50
60d5ff02fef54b0399953c12	25	25	25	25	100
60dbdcae2b7d4cbb2e4f4dd2	-25	-25	-25	-12.5	-87.5
60ddf5abb47cc02285793096	-25	-25	-25	-25	-100
60de276a5092ec038a2f6e9b	-25	12.5	-25	-25	-62.5
60ded53d38608c2fa0d1ac4f	25	25	25	25	100
60dfc07ddcd24dcc266d8690	25	25	25	25	100
60e1d5f866e681d7e33fd01c	-25	0	-12.5	-25	-62.5
60e2600a329d5ebfcb54b413	-25	-25	-25	-25	-100
60e49c6274c1be146fa85140	25	25	25	25	100
60e5d47e17c05633eef565e3	-25	-25	-25	-25	-100
60e9a7f84a3753e10e5f6cab	-25	-25	-12.5	-12.5	-75
60e9b19b0104bf65f6a92237	25	25	25	12.5	87.5
60ec54c58f88686dadb1a0c9	-25	-25	-25	12.5	-62.5
60ed0e7149a025da16189d35	25	12.5	25	12.5	75
60edaf90d8aa718a66510d04	25	25	25	25	100
60ef3f426b987fbae520369f	12.5	0	12.5	12.5	37.5
60efa510e3cdfbbf4d7c355b	-12.5	-12.5	0	-25	-50
60f220d48c23d4dc97c65d79	-25	0	-25	-12.5	-62.5
60f31196cf392939a843ab34	-25	-12.5	-25	-25	-87.5
60f39f67a5c2c9e50ce470ee	25	25	25	25	100
60f5f8769fc9289a9e518129	-25	-25	-25	-25	-100
60f6d47e13b6f6b93d860dfe	25	12.5	12.5	12.5	62.5
60f6de25f86ba8d688779946	25	25	25	12.5	87.5
60fc2ec58ad0da367daee3c1	25	25	25	25	100
60fc9ce95a59b3400b38e2a7	-25	-25	-25	-25	-100
60fcaa7ac117649e189a3ee1	25	25	12.5	0	62.5
60fcc58f020a0d9d03ce0e2e	25	25	25	25	100
60fcd9368e8d2b8740cf9251	25	25	25	12.5	87.5
60fcd954f5ff1656599b53c9	-25	-25	-25	-25	-100
60fcdb6cf1d45f7a16312fc7	-25	-25	-12.5	-12.5	-75
60fce7c3094706567dd1870b	-25	-25	-25	-25	-100
60fcecd8418cea3fb530ddac	-25	-25	-12.5	-25	-87.5
60fcf6b8fcdfa822c55aaed7	-25	-25	-12.5	-12.5	-75
60fcfde0b6d21806e06b54f2	25	12.5	25	25	87.5
60fd021e842d3a8a5a139787	25	12.5	12.5	0	50
60fd592929e8016e53a167a6	25	25	25	25	100
60fd6607e7beec3c98d994b1	25	25	25	12.5	87.5
60fd6697546be8a6eb141693	25	25	25	25	100
60fd6b02340bf3233276eba9	-25	-25	12.5	-25	-62.5
60fd9503ae873e5130672bc0	25	12.5	25	25	87.5
60fd9531d59bcac5313f6345	-25	-25	-25	0	-75
60fda57e0916dfe2157c9b00	-25	-25	-12.5	-25	-87.5
60fdba7db052ac0601a52893	-25	25	-25	-25	-50
60fdc00564398d684985cd61	-25	-25	-25	-25	-100
60fdd05b929c578ed3bed54a	-25	25	25	-25	0
60fdd60f32a7b191d931f514	-25	-25	-12.5	-25	-87.5
60fdd7ce470f6c1005cb87cb	-25	-25	-12.5	-25	-87.5
60fde1373528bb0609bd16b8	-25	25	-25	-25	-50
60fde4a578cf2748430c899c	-25	-25	-25	-25	-100
60fdf5e83b1de9a21e8ef4e5	-25	25	-25	-25	-50
60fe07f8bf59907b6249b488	-25	-12.5	-25	-25	-87.5
60fe1a1aef4770645874259f	-25	-25	0	-12.5	-62.5
60fe204fae558bfeb83d0bcf	-25	-25	-12.5	-25	-87.5
60fe20c9f8933cf0d7349657	-25	-12.5	-25	-25	-87.5
60fe416249894ff6470c2dd4	-25	-12.5	-25	-25	-87.5
60fec21e36a05990cfa8a715	25	25	12.5	25	87.5
60feceac7002ddcf44f40a12	-25	12.5	12.5	-25	-25
60fed192ae37691d25db0d6d	-25	12.5	-25	-25	-62.5
60feeffdd94575eb62a4e011	25	25	25	25	100
60fef6813613ab668c778a8a	25	25	25	25	100
60ff18bdffbecdc08f0ff60f	25	25	25	25	100
60ff5f95b4b604bb19bd526a	-25	-25	-25	-25	-100
60ff6b0720fb724536710e7a	-25	-25	-25	-25	-100
60ff7e913a2ea98fff1d0cf3	-25	25	-12.5	-25	-37.5
60ff8160e8f2227f8b200510	-25	0	-25	-25	-75
610021722370e2775864eb81	-25	12.5	-25	-25	-62.5
610023887596a5c3c4c5c3cc	25	12.5	-12.5	-25	0
610024bfd6e1038ba3b1601d	25	25	25	25	100
610029996e066062efad0014	25	25	25	25	100
61002c88afbf9f75e079b6e8	-25	-25	-25	-25	-100
610047b6625158629496c7cd	12.5	12.5	-12.5	-12.5	0
610047b91150f99de033112c	-25	-25	-25	-25	-100
61004e962509f21ce295df3d	25	12.5	12.5	12.5	62.5
6100511e208bbea9bfc3154b	25	25	12.5	25	87.5
6100544802b385d8df434779	-25	12.5	-25	-25	-62.5
610056c4a96ee61f6c0136da	-25	-25	-25	-25	-100
610071e2de637700bf0cd8fc	-25	25	-25	-25	-50
61007d09430c3904b407fabb	-25	25	-25	-25	-50
61008053a174bf7b075c75ff	-25	0	-25	-25	-75
610083ae4ea9427f69624636	-25	25	-25	-25	-50
6101930ddd5330f83b898c61	25	25	25	25	100
61019ecfc479810360afbd54	25	12.5	12.5	25	75
6101ceb34a3a20c05e35511d	12.5	-12.5	12.5	0	12.5
6101db15d4eefc0ed011e3c3	25	25	12.5	12.5	75
6101ea599d7b137f326399c8	-25	25	-25	-25	-50
6102dacce29b57b1e268c13a	-25	-25	-25	-25	-100
6102f78ac1791768db58ed54	25	12.5	12.5	12.5	62.5
6104289309ef2b016976b059	25	25	25	25	100
6104b1c50f6057c1d8a6e3a6	25	25	25	25	100
6105a3ab3439f5af30a3777b	25	25	25	25	100
6107347165f348732878f7f3	-25	0	-25	-25	-75
610735660c7ea715d047205b	-25	-12.5	-12.5	-25	-75
61076f4e081a7f76a8484506	-25	12.5	-25	12.5	-25
610773e76386035bb06c5b7f	-25	-25	-25	-25	-100
6107f51b2c474ccbd0b42832	-25	-25	-25	-25	-100
610810c0356aacedc8cbc6f0	25	25	25	25	100
610810dfb6e2212896f5d084	25	25	25	25	100
610819ada1b835311df28e37	-25	-25	-25	-25	-100
6108553abbf7a922fb6cfa3a	25	25	25	25	100
610855877c8363d76b3e6338	25	25	25	25	100
61087e4fc006ee7d6be38641	25	25	25	25	100
610898813e48dc2864965122	-25	0	-12.5	0	-37.5
6108af4b2826f18b966a2780	-25	-25	-25	-25	-100
6108bb33c59f5718fbf341e5	25	25	25	25	100
6109649dbb35090e6179a6c8	25	25	0	25	75
610969a2d61be5c3ba90fa9e	25	25	25	25	100
61097e0464a4a922602d495b	25	12.5	25	12.5	75
6109f35a1b748c0a8876d117	25	25	25	25	100
610c33fa86d4d9bbc1345e36	25	12.5	25	25	87.5
610d505ad461a3607f6ec804	-25	-12.5	-12.5	-25	-75
610ef9a5cdec3fa83ceaf938	-25	-25	-12.5	-12.5	-75
610f7244c65ae4e57858a700	-25	-12.5	0	0	-37.5
61100f998ad8fb773b33df44	12.5	12.5	0	0	25
61104ccf8fe2a062a7a2e1a1	0	0	0	-12.5	-12.5
61108719ddb956bd0e94733d	25	25	25	25	100
6110a371c00388d587922ff1	-25	-25	-25	-25	-100
6110bd9e993f6fa5560b68f5	25	25	25	25	100
6110c647b9773e91ce1854f4	0	12.5	0	12.5	25
6110cb9fd3ba23cecacc8fc4	25	25	12.5	12.5	75
6110d2e3247a4ddc7c440cc5	25	25	25	25	100
6110d7f556da416401efdd5f	25	25	25	25	100
611101548d78ab5ec3a9c42e	12.5	0	12.5	0	25
611118b967515e93dcf141f1	-25	0	-25	-25	-75
611121bd6fc323df0d3c7e4f	25	25	25	25	100
6111234ac8cfa49e38acbfb4	25	25	25	25	100
61114b774f9199a8f8f75de2	25	25	25	25	100
61116b7ba2ada479c60a86e7	25	25	25	25	100
6111747b20e9e9c8b651b36a	25	25	25	25	100
6111782b298eff6c31853ea8	-25	25	12.5	-25	-12.5
611184f7c69ca64368ff48d3	-25	-25	-25	-25	-100
6111940f46b7b06c55140993	25	25	25	25	100
6111948935bbd6da5045f8f2	-25	-25	-25	-12.5	-87.5
611195657110219178aa70e1	25	12.5	12.5	12.5	62.5
6111b27e123039e968795ea8	-25	-12.5	0	-25	-62.5
6111c4865701e1ba367af3e3	25	25	25	25	100
6111f586fe99b25bb899861a	25	25	12.5	25	87.5
611208e8d4ab54df137ab05a	-25	25	-25	-12.5	-37.5
611285de4477f8152efce6e8	-25	12.5	-25	-25	-62.5
6112b593ca1b683da02678d3	-25	-12.5	-25	-25	-87.5
6112dba8e2eb90519a46e6cf	25	25	25	25	100
6112fd23b0250798e11a9dba	-25	25	0	12.5	12.5
611325c23a34bedb5feed16b	25	25	25	25	100
611377497bdc630aedb0c1a7	-25	-12.5	-12.5	-25	-75
6113ffbf45e79bc2769db74c	12.5	0	0	12.5	25
61188057fe5a395476806c12	-25	25	12.5	-25	-12.5
6119ccaad19b17d52526b724	-25	-25	-25	-25	-100
6119eda51949c25f33f63081	25	12.5	25	25	87.5
611b38dea7f1754225fa39bf	-25	-25	-12.5	-25	-87.5
611bb1fb49fbb5b94a8b5e46	-25	-25	-25	-25	-100
611bd6da73757bf5ad0ced0a	25	12.5	25	25	87.5
611d7da2640a2e31818c3e18	-25	-25	-25	-25	-100
611f123e92042b11d0b1ef8d	25	12.5	25	25	87.5
6121be9a77c602b1d877d7f0	-25	-25	-25	-25	-100
612274842d4805447451f87b	25	12.5	25	25	87.5
6122db5a591eaf8ee07cf3d0	25	25	25	25	100
6123d27b5481e1189844b7b0	25	12.5	0	12.5	50
61281debe85082cc937dd9ae	25	25	25	25	100
612ba4bfee20a1ffc86116f9	-25	12.5	-25	-25	-62.5
612c365b952c2a5244a9bee6	-25	25	-25	-25	-50
612c6bd26f5f81c5765989d9	-25	25	-25	-25	-50
612c8a2a972e8f6903a32683	-12.5	12.5	0	0	0
612d20ea1043719545f90f62	25	25	25	0	75
612e91f6654fd2227289c863	-25	25	0	-12.5	-12.5
612fcbbd5386d9edb42da147	12.5	12.5	12.5	12.5	50
6131801c70f5f49c3bdf7010	12.5	25	0	12.5	50
6131ba00bd67d2702e9a3c8d	-25	-12.5	-25	-25	-87.5
613461a8b9035cf9b29ad84d	25	25	25	25	100
6134fdf6c0daf2eab128d15b	12.5	0	25	12.5	50
61351c3a1e3e96156bc86116	-25	-25	-25	-25	-100
6137da4ec348d1070e20fd85	-25	-25	-25	-25	-100
61383bdc065ccb1d5a65e09a	-25	25	-25	-25	-50
6138de7da0cd911868bd8d03	-25	-12.5	-25	-25	-87.5
613909e5cf0d18ff1e3162a9	25	25	12.5	12.5	75
6139aed4f23d087290d96200	-25	12.5	-25	-25	-62.5
613e399e5615a34457efcb44	-25	-25	-25	-25	-100
613ea8344b072de7f3ccb5dc	25	12.5	12.5	12.5	62.5
6146adbeaabe03f64697f9ab	-25	-25	-12.5	-25	-87.5
6147970dcfd3a1be94292adb	-25	12.5	-12.5	-25	-50
614957aca2f21f35ef8f95b6	-25	-25	-25	-25	-100
614bbf1e7de43dee7386fe3f	25	25	25	25	100
614d465852620924f85603c8	25	25	25	25	100
614d673e3a5fd5cb2b5b6eb7	-25	0	-12.5	-12.5	-50
614e0825d40616c90ebc1d49	-25	12.5	12.5	-25	-25
614ea93d581d6f4281e9d232	25	12.5	12.5	12.5	62.5
614f571879ee135c5a579e08	25	25	25	25	100
614f6e13b231c559fad456d9	-25	25	-12.5	12.5	0
61506f90721dcdeca6e77c2d	12.5	-12.5	-12.5	0	-12.5
6150af603e26f4482fedf8d9	-12.5	12.5	-25	-25	-50
615102c62504c240ac52cb00	-25	-25	-25	-25	-100
6151e68ec5f6f5f9039ebace	-25	-25	-12.5	-25	-87.5
6153226d04ed5dce3aaa9703	-25	-25	-25	-25	-100
6154a88b71a7f4347658b0f7	25	25	25	25	100
6155d24e3306f96464879b38	25	25	25	25	100
615cee2b2f844e72c397977a	25	25	25	25	100
615d0be013a41d01a6cace87	25	25	12.5	12.5	75
615dfbb483f8480303655714	-25	0	0	-25	-50
615e1782e969d4939045c54f	25	25	25	25	100
6160b0eb22d84b34a1b79b2f	-25	-25	-25	-12.5	-87.5
61612338ddccab2e68b3e3cc	-25	-25	-12.5	-12.5	-75
61648bb6ad1eceeee2c056ee	25	25	25	25	100
61664d58d18ca2325a81008e	25	25	25	25	100
61676f87dba8a19bc29edf39	0	0	0	0	0
6168cbfbad1cc13ba73ade6e	25	25	25	25	100
616b77ca71a5882a5c40cb2d	-25	0	-25	-25	-75
616c9115b3a3d2f885822a57	25	25	12.5	25	87.5
616d0c1b16a0437469b6cd74	25	25	25	25	100
616d9ef881036dfbfd63d2f4	25	25	25	25	100
616dd3845b2624e9720392fd	-25	-25	-25	-25	-100
616edcc90d9facce036066c1	-25	-12.5	0	25	-12.5
616faf3ab8c53e7a73a5dea5	25	25	25	25	100
6171125c1d572c106f10824e	25	25	25	25	100
61729e07e7b9b645c1741ca9	12.5	12.5	12.5	12.5	50
6172cf92f2ea6613f717abb6	25	-12.5	25	25	62.5
61735608ee920694a20e13c1	25	25	25	25	100
61741ba984f258d5c6a1303c	-25	12.5	-12.5	-12.5	-37.5
61f2ab70a09e72f23cbaf3b0	-25	0	-25	-25	-75
61f2abd7a09e72f23cbaf4b8	-25	-25	-25	-25	-100
61f2ad10a09e72f23cbaf7aa	-25	12.5	12.5	0	0
61fa92f15719bc09cb834b86	25	25	25	25	100
620bdf2aa922fc3f247f706b	-25	-25	-25	-25	-100
62349b2406ea604d296bd69d	25	-25	12.5	-12.5	0
6234b7dcc6c6e13d5121ad28	-25	-25	-25	-25	-100
62354223d36eda662355a9c0	-25	-25	-25	-25	-100
62713a003caa3feec5c6a0ba	12.5	0	0	0	12.5
627161ec9a2c16ab6496e364	25	25	12.5	25	87.5
6272abac31a465b0f22fb7c1	25	25	25	25	100
6273e74790a5c7b39756a5bc	-25	25	25	-12.5	12.5
62740a242f1f9493b90e351c	-25	-25	-25	-25	-100
62769797db0ff6f93df21cda	-25	-25	-25	-25	-100
62791d7b7adc22ef67493e92	-25	-12.5	12.5	-12.5	-37.5
627a7fc214142c6f228e84fb	-25	0	0	-12.5	-37.5
627e7b6d33e1df14160c05ba	25	25	25	25	100
6282566b46de7431f04213f6	-25	0	0	-12.5	-37.5
628510a698e9e63b21ef9139	25	25	25	25	100
62851102d56842a48361f9d4	-12.5	-12.5	0	12.5	-12.5
62853fe01fa0d21c4daacfcb	-25	-25	-25	-25	-100
6285706b066c6502c413e9a3	-25	-12.5	-12.5	-25	-75
6285892c0fc742d49a255328	-25	25	-25	-25	-50
62865e3456c142785cfad2a7	25	25	25	25	100
62882d192f1a8543caf578f1	25	25	0	12.5	62.5
628b960bf8e22707d11f5b8e	-25	-25	-25	-25	-100
628de7e8ff1744a9717d7883	-25	-25	12.5	0	-37.5
628dec55823f672331c68577	25	12.5	25	25	87.5
628f0d7e3055b5d1887916c5	25	25	12.5	12.5	75
628fa9e1afc3de7797cb6e2f	-25	0	-25	12.5	-37.5
628fb69f72e574bb9a8c1a47	25	12.5	12.5	12.5	62.5
628fde22d960fa7a63fb231d	-25	-25	-25	-25	-100
629082739390703f993b12bd	25	-12.5	-12.5	12.5	12.5
6290d05992a97c47797f9de3	25	25	25	25	100
6290ebb13a126c60c9cb7d11	-25	25	-12.5	-12.5	-25
62911ef14fd68295d60ba83b	12.5	-25	12.5	12.5	12.5
6294fce0aa6f8d12e0a7cd1e	25	25	25	12.5	87.5
62961c550afbc1e11a77a4f4	25	-25	12.5	25	37.5
6296849bbd45e6accf130f07	-25	-12.5	12.5	25	0
62973114ce4ca6a85a0ec486	-25	-25	-25	-25	-100
629753864174e42d30576cf8	25	12.5	12.5	25	75
62977ce96efd80b585b2d75d	25	25	25	25	100
6297b5dba0b83527c9907832	25	25	0	25	75
6297b99e37f753575e61e7ac	25	25	12.5	25	87.5
6298dd311a003b986813851b	25	25	25	25	100
6298df7da7b45df1b730d3aa	25	25	25	25	100
629a7466cebc9523d66d4d8e	25	25	25	25	100
629e112d75f3665c8362ab6f	-25	25	25	25	50
629e241d171ec6698e05f149	-25	-12.5	-25	-25	-87.5
629e633c82ed7bd84fce0f9a	25	25	12.5	25	87.5
629f600f0e7c09ec275bfdc2	-25	12.5	-12.5	-12.5	-37.5
62a0b34cbcc5987a8fa73c39	12.5	0	0	12.5	25
62a33f5217536a32157d874e	25	12.5	25	25	87.5
62a71eebc15351df4bddd9f8	25	12.5	25	0	62.5
62a885d5b6af18b3d4579e1b	25	25	0	0	50
62aa26592478d039ddeaaa4c	25	25	0	25	75
62ac76db32757a0dbb1c59f0	-25	12.5	-12.5	-25	-50
62adef58d6f991bb5660e772	25	25	25	25	100
62b055b8af4eda974466ad0d	25	25	25	25	100
62b083f9ca87faa7a75c0235	-25	25	25	-25	0
62b0a213241d25b7185f43a4	25	12.5	25	12.5	75
62b0ef77e3519ee19788db34	12.5	12.5	12.5	12.5	50
62b17a23f40c54a776801476	25	12.5	12.5	25	75
62b45d115e44957543b4cabc	12.5	12.5	12.5	0	37.5
62b5e4c15384ba7ca013ab55	-25	-25	-25	-25	-100
62b66baae6f816e592f14a8a	-25	-25	-25	-25	-100
62b9b95e108fbc4df78a2956	25	25	25	25	100
62b9cf42a63194f71fc0a393	25	25	25	25	100
62bb23c919ebfd3b0448e942	-25	-25	25	-12.5	-37.5
62c3430ae19d78462af9e743	-25	25	-25	25	0
62c380e9448cd52e7657a658	-25	25	-25	-25	-50
62c396eed1893e06fdad4574	25	25	25	25	100
62cc5f39bcfc093f815cf30a	-25	12.5	-25	-25	-62.5
62cd8af88ff531583cbd24a9	25	12.5	12.5	25	75
62d09418cbdaeabefbbf9893	0	25	-25	-25	-25
62d6e24cf74647ef51a16300	25	25	12.5	12.5	75
62d8e75cba698660a22802c7	-25	-25	-25	-25	-100
62d9d8b444e16335d513c6e1	25	25	25	25	100
62da4563028fbcadf46412bc	-25	25	-25	-25	-50
62dc07a7fbbd3d089b7135af	-25	-25	-25	-25	-100
62dc761564191bc28a87e7c7	25	12.5	12.5	25	75
62dd2f0668b37a65531fae67	-25	25	0	0	0
62df4f5f6812864868e9ea66	-25	-25	-25	-12.5	-87.5
62dfdd3c61b792d28de9d0e3	25	25	25	-12.5	62.5
62e02537aeee3cf7f450869e	25	25	25	25	100
62e02c0c79f1992f7095ec7f	25	12.5	12.5	25	75
62e0314e341f3717a3c2e1f5	-25	25	12.5	-25	-12.5
62e0c93d54972f434349eda3	-25	-25	-25	0	-75
62e199458482518274623771	25	-25	25	25	50
62e29cbc8c0f3271aae4d7bf	25	12.5	25	25	87.5
62e2d5c238c450c3579dfa91	-25	-25	-25	-25	-100
62e7f9fec0521e596587319d	25	25	25	25	100
62ea3271cc6c19525f896495	-25	-25	-12.5	-25	-87.5
62ec219e5f3634408fb35580	25	25	25	25	100
62ec3412706175ea98e11fba	25	25	25	25	100
62ecae2ce56ea262113d808d	25	-25	25	12.5	37.5
62ecb2993d7ecd89154af5d4	25	12.5	12.5	0	50
62eee9fbde439d5853ce2efb	-25	-25	0	-12.5	-62.5
62ef8372cd41d2893d237b6b	25	0	-25	-25	-25
62f20c2e4032c85e3fe9c2cc	-25	0	-12.5	-25	-62.5
62f2b06c1e8c190434d92f3f	25	-25	25	25	50
62f41a3f40490ce7273873ec	-25	25	-25	-25	-50
62f58a7129fb13cf46a08ae0	12.5	12.5	12.5	12.5	50
62f7899403f442ec3cbb6bae	-25	-25	25	-12.5	-37.5
62f8b410d6f862caef45f2ff	-25	-25	-25	-25	-100
62f960a20429e619fce9eea3	-25	-25	-25	-25	-100
62f975cbc3507ecf77180d00	25	25	25	25	100
62f9fbc07e4fc1bfe47070e5	25	25	25	25	100
62fb9a3f8da41fb2b6d28121	25	12.5	12.5	25	75
63026053812fe400f2929701	25	25	25	25	100
630345dd92f26599c777a5fc	25	25	25	25	100
6303fb5b692c378ba1d010f9	25	25	12.5	12.5	75
630505b4104867e588c31100	-25	-25	-25	-25	-100
6306f070d4f94e56cb544400	-25	-12.5	12.5	-25	-50
6307a60f9142d2c42021840d	25	25	25	25	100
630ab689392291ba70d7fd3d	25	25	12.5	25	87.5
630c1ad62af2905fb5bb3d1d	25	12.5	25	12.5	75
630d42ab004b0f34fcf4b52e	25	25	25	25	100
630dd0429f7ec338d28e2de1	-25	-25	-25	-25	-100
630fb097c91b9a052c7383c5	-25	-25	0	-25	-75
63106ea4e8fe9c6cd32bf358	25	12.5	12.5	12.5	62.5
6310b35d758f80e9cf3f4e41	25	12.5	12.5	0	50
6310dbdfda69599720736665	25	25	12.5	0	62.5
6312b088bb7ef4cefa732314	-25	-25	-25	-25	-100
6312b74506b97d0cc09be3f2	0	12.5	-12.5	-12.5	-12.5
6312bdcf64c0abf681b89dd5	-25	-25	-12.5	-25	-87.5
6314395ce933c9b91e9be41a	25	25	12.5	25	87.5
63162e1bbde3c4bb1d9d92a3	25	25	12.5	25	87.5
6316b12e5c1b744ade5703e1	25	12.5	12.5	25	75
63178a6f2213dd2fe9ef8500	25	25	25	25	100
631797089a0a1ee579573eb9	-25	25	-25	-25	-50
63180ae1ae5d3ee3257d1e9e	25	25	25	25	100
631a1f357c56acbb68d5dc14	-25	25	-25	-25	-50
